969,"pustular psoriasis, localized, palm",4,"U"
1149,"generalized pustular psoriasis, early",4,"U"
1151,"subacute dermatitis (spongiotic + psoriasiform), hand",4,"U"
2720,"geographic tongue",4,"U"
3053,"acrodermatitis enteropathica",4,"U"
3773,"psoriasis, guttate",4,"U"
3217,"clear cell acanthoma",4,"U"
4083,"clear cell acanthoma",4,"U"
4435,"geographic tongue",4,"U"
5124,"mycosis fungoides",4,"U"
5547,"erythroderma NOS (many biopsies, none diagnostic",4,"U"
5582,"IgA pemphigus (positive IF)",4,"U"
5670,"psoriasis vulgaris, mature",4,"U"
5705,"pityriasis rubra pilaris",4,"U"
5724,"subcorneal pustular dermatosis",4,"U"
6575,"mycosis fungoides",4,"U"
2172,"scabies, norwegian",4,"E"
2273,"inflammatory linear verrucous epidermal nevus",4,"E"
2516,"pityriasis rubra pilaris",4,"E"
5217,"inflammatory linear verrucous epidermal nevus",4,"E"
5479,"prurigo nodularis",4,"E"
5671,"subacute dermatitis (spongiotic + psoriasiform)",4,"E"
5907,"pityriasis rubra pilaris",4,"E"
6189,"pityriasis rubra pilaris with good follicular hyperkeratosis",4,"E"
6228,"xerosis",4,"E"
6485,"pityriasis rubra pilaris",4,"E"
,,,
,"WEEDON 5:  SPONGIOTIC DERMATITIS",,
"CP Number","Diagnosis","Chapter","No. in box"
2252,"geographic tongue",5,1
2988,"eosinophilic spongiosis in pemphigus vulgaris, oral mucosa",5,2
4620,"incontinentia pigmenti, oral mucosa",5,3
4602,"spongiotic dermatitis, early, with WNL stratum corneum",5,4
5552,"chronic psoriasiform dermatitis",5,5
5346,"pityriasis amiantacea",5,6
4268,"lymphedema, severe, in leg after radiotherapy",5,7
1861,"pityriasis rosea",5,8
4977,"gianotti-crosti syndrome",5,9
4446,"pruritic urticarial papules and plaques of pregnancy",5,10
3213,"lichen striatus",5,11
2064,"stasis dermatitis, severe, in ~50 y/o with congenital heart disease, lifelong stasis",5,"U"
3334,"pityriasis rosea",5,"U"
3669,"spongiotic dermatitis ",5,"U"
4510,"lichen striatus",5,"U"
4989,"incontinentia pigmenti, vesicular",5,"U"
5679,"contact dermatitis, irritant (rubbing alcohol and vinegar)",5,"U"
5553,"eosinophilic spongiosis, idiopathic",5,"U"
3080,"stasis dermatitis with ulcer",5,"E"
5242,"lymphedema",5,"E"
6033,"rhus dermatitis",5,"E"
6173,"spongiotic drug eruption (clin dx = drug eruption; don't know drug)",5,"E"
6724,"subacute to chronic dermatitis, foot",5,"E"
,,,
,"WEEDON 6:  VESICOBULLOUS DISORDERS",,
"CP Number","Diagnosis","Chapter","No. in box"
4109,"bullous impetigo",6,1
507,"bullous impetigo; stratum corneum is missing",6,2
5557,"dermatophyte with pustular reaction pattern",6,4
4372,"pemphigus foliaceus with PMNs; resembles impetigo",6,5
4367,"pemphigus foliaceus induced by penicillamine",6,6
108,"pemphigus erythematosus",6,7
1237,"subcorneal pustular dermatosis",6,8
3313,"subcorneal pustular dermatosis, palm",6,9
4734,"incontinentia pigmenti, vesicular",6,10
5156,"acute generalized exanthematous pustulosis; dermal changes only, no pustule",6,11
5558,"spongiotic dermatitis",6,12
4137,"incontinentia pigmenti, vesicular",6,13
2775,"herpes (type??) in an immunosuppressed leukemic; no inflammation",6,14
4469,"friction blister",6,15
2845,"pemphigus vulgaris, oral mucosa",6,16
3155,"pemphigus vulgaris",6,17
225,"pemphigus vegetans",6,18
4074,"paraneoplastic pemphigus",6,19
1475,"hailey-hailey disease",6,20
36,"darier's disease",6,21
5554,"grover's disease",6,22
5441,"grover's disease",6,23
2624,"epidermolysis bullosa simplex",6,24
170,"epidermolysis bullosa, junctional",6,26
1000,"epidermolysis bullosa, dermal/dystrophic",6,27
129,"epidermolysis bullosa, dermal/dystrophic in adult; with scar and squamous carcinoma",6,28
4534,"epidermolysis bullosa acquisita, with relatively little inflammation",6,29
232,"porphyria cutanea tarda",6,30
2174,"bullous pemphigoid, cell-poor",6,31
642,"erythema multiforme",6,40
3071,"erythema multiforme, bullous",6,41
422,"erythema multiforme vs. TEN; layer of necrotic epidermis between SC and spinous layer",6,42
6,"lichen sclerosis et atrophicus with severe papillary edema",6,43
298,"polymorphous light eruption, vesicular",6,44
5147,"bullous pemphigoid; urticarial papule, not yet vesicular",6,45
5555,"bullous pemphigoid, very early",6,46
"5457A","eosinophilic spongiosis in an elderly man; this was the 1st biopsy, no vesicle",6,"47A"
"5457B","bullous pemphigoid; 2nd biopsy, two weeks after the first biopsy",6,"47B"
33,"bullous pemphigoid",6,48
3817,"pemphigoid gestationis",6,49
1689,"bite reaction, vesicular",6,50
319,"dermatitis herpetiformis, early",6,51
69,"dermatitis herpetiformis ",6,52
5443,"leukocytoclastic vasculitis with papillary dermal PMN microabscesses, resembling DH",6,53
1012,"dermatitis herpetiformis, late lesion (dramatic response to dapsone)",6,54
2390,"linear IgA disease, in a child",6,55
2422,"cicatricial pemphigoid, oral mucosa",6,56
4369,"cicatricial pemphigoid, scalp (patient had ocular disease",6,57
5549,"leukocytoclastic vasculitis with vesicle due to epidermal ischemia and necrosis",6,58
4478,"lupus erythematosus, bullous;  looks like EBA",6,59
381,"erysipelas",6,60
2790,"sweet's syndrome, vesicular",6,61
3805,"wells' syndrome; vesicle due to severe papillary dermal edema",6,62
5556,"vesicle with regeneration",6,63
104,"grover's disease, spongiotic and pemphigus-like",6,"U"
508,"epidermolysis bullosa, dermal/dystrophic",6,"U"
866,"epidermolysis bullosa, simplex; weber-cockayne",6,"U"
1064,"bullous pemphigoid",6,"U"
1590,"pemphigus vulgaris, with four levels of epidermal regeneration",6,"U"
1878,"dermatitis herpetiformis",6,"U"
2211,"epidermolysis bullosa, dermal/dystrophic",6,"U"
2511,"pemphigus vegetans",6,"U"
2769,"pemphigus foliaceus;  black patient with extensive pigmentary incontinence",6,"U"
2917,"epidermolysis bullosa simplex",6,"U"
3127,"subcorneal pustular dermatosis",6,"U"
3549,"pemphigus foliaceus",6,"U"
3751,"cicatricial pemphigoid",6,"U"
3802,"friction blister",6,"U"
4420,"bullous pemphigoid",6,"U"
4431,"pemphigus vegetans",6,"U"
4647,"dermatitis herpetiformis, early",6,"U"
4492,"lupus erythematosus, bullous;  looks like EBA",6,"U"
5193,"dermatophyte infection with vesicle due to severe papillary dermal edema",6,"U"
5212,"pemphigus foliaceus",6,"U"
5465,"grover's disease",6,"U"
5747,"bullous impetigo, staph aureus",6,"U"
5887,"dermatophyte infection with vesicle due to severe papillary dermal edema",6,"U"
5965,"dermatitis herpetiformis",6,"U"
5977,"pemphigus vegetans",6,"U"
6346,"epidermolysis bullosa acquisita ",6,"U"
6698,"miliaria crystallina",6,"U"
2374,"linear IgA disease, in a child",6,"E"
3793,"linear IgA disease, in a child",6,"E"
3412,"porphyria cutanea tarda",6,"E"
5674,"staph scalded skin syndrome, 2 week old infant",6,"E"
6507,"acute generalized exanthematous pustulosis",6,"E"
6528,"pemphigoid gestationis",6,"E"
6621,"linear IgA disease, in a 57 year old",6,"E"
,,,
,"WEEDON 7:  GRANULOMATOUS DERMATITIS",,
"CP Number","Diagnosis","Chapter","No. in box"
388,"sarcoidosis",7,1
1865,"sarcoidosis, more lymphocytes than usual",7,2
4767,"sarcoidosis, subcutaneous",7,3
3126,"sarcoidis, kveim test site biopsy",7,4
4513,"secondary syphilis, granulomatous",7,5
1303,"rosacea, granulomatous",7,6
3167,"peri-oral dermatitis",7,7
4383,"lupus miliaris disseminatus faciei",7,8
4928,"crohn's disease, vulva",7,9
5659,"granuloma annulare, predominantly histiocytic",7,10
1135,"granuloma annulare, alcian blue stain",7,11
189,"granuloma annulare, minimal collagen changes",7,12
1832,"granuloma annulare, completely necrotic collagen",7,13
2201,"granuloma annulare, with eosinophils",7,14
3918,"granuloma annulare, perforating",7,15
2586,"granuloma annulare, subcutaneous",7,16
480,"necrobiosis lipoidica",7,17
3740,"necrobiosis with ""fatty metaplasia""",7,18
1603,"necrobiotic xanthgranuloma with paraproteinemia",7,19
638,"rheumatoid nodule",7,20
4364,"tetanus injection site, about one year after the shot",7,21
3089,"chromomycosis",7,22
3184,"sporotrichosis; culture [+], no bugs on H&E",7,23
973,"coccidioidomycosis",7,24
4094,"cat-scratch disease, primary cutaneous lesion",7,25
462,"cat-scratch disease, in axillary node",7,26
4936,"pyoderma gangrenosum in patient with inflammatory bowel disease",7,27
277,"foreign body reaction to splinter; relatively early",7,28
2764,"talc granuloma; injection site in a drug addict",7,29
2886,"suture granuloma; monofilament suture",7,30
2092,"suture granuloma; braided suture",7,31
3656,"foreign body reaction to dirt and sand, with foci of necrosis in granulomas",7,32
3426,"suture granuloma, late",7,33
3553,"cholesterol clefts in a surgical scar; no explanation as to why this occurred",7,34
6657,"lipogranuloma adjacent to ruptured silicone breast implant",7,35
6597,"foreign body reaction to hydroxyapatite, used for lip augmentation",7,36
2826,"miescher-melkersson-rosenthal syndrome (cheilitis granulomatosa)",7,37
2669,"annular elastolytic giant cell granuloma",7,38
2115,"annular elastolytic giant cell granuloma",7,39
2781,"chalazion",7,40
5186,"interstitial granulomatous dermatitis in rheumatoid arthritis",7,41
5918,"interstitial granulomatous drug eruption",7,42
1640,"cutaneous extravascular necrotizing granuloma in pt with churg-strauss syndrome",7,43
1239,"rheumatoid nodule",7,"U"
1266,"necrobiosis lipoidica",7,"U"
2291,"sarcoidosis",7,"U"
3251,"miesher-melkerson-rosenthal syndrome",7,"U"
3603,"granuloma annulare",7,"U"
3606,"granuloma annulare, dermal and subcutaneous",7,"U"
4223,"lupus miliaris disseminatus faciei",7,"U"
5016,"necrobiotic xanthgranuloma with paraproteinemia",7,"U"
5808,"necrobiosis lipoidica",7,"U"
6679,"amalgam tattoo",7,"U"
4581,"annular elastolytic giant cell granuloma",7,"E"
5822,"cutaneous extravascular necrotizing granuloma in pt with rheumatoid nodule",7,"E"
6050,"miescher-melkersson-rosenthal syndrome (cheilitis granulomatosa); pt had 5th nerve palsy",7,"E"
6100,"necrobiotic xanthgranuloma with paraproteinemia; 61 y/o, facial and eyelid lesions",7,"E"
6196,"interstitial granulomatousn drug eruption",7,"E"
6291,"necrobiosis lipoidica, xanthomatous",7,"E"
6723,"granuloma annulare, perforating",7,"E"
,,,
,"WEEDON 8:  VASCULOPATHIC PATTERN",,
"CP Number","Diagnosis","Chapter","No. in box"
5715,"senile purpura",8,1
4024,"coumarin necrosis",8,2
2727,"heparin necrosis",8,3
322,"atrophie blanche",8,4
1243,"disseminated intravascular coagulation",8,5
3572,"disseminated intravascular coagulation",8,6
1659,"purpura fulminans",8,7
2863,"cryoglobulinemia, type 1",8,8
3910,"lupus anticoagulant",8,9
5763,"cholesterol embolism",8,10
2528,"chronic urticaria",8,11
2306,"chronic urticaria",8,12
4624,"urticaria, delayed pressure",8,13
667,"leukocytoclastic vasculitis",8,14
857,"urticarial vasculitis",8,15
6364,"acute hemorrhagic edema of infancy",8,16
2148,"cryoglobulinemia, type 2 or 3",8,17
4830,"septic vasculitis, group b streptococcus",8,18
1671,"erythema elevatum diutinum, early",8,19
707,"erythema elevatum diutinum, late, with foam cells",8,20
3537,"erythema elevatum diutinum, late, with fibrosis",8,21
290,"granuloma faciale",8,22
2381,"granuloma faciale, late, with fibrosis and foam cells",8,23
2940,"polyarteritis nodosa",8,24
4495,"kawasaki disease, 3 year old",8,25
2816,"behcet's disease",8,34
670,"behcet's disease, EN-like panniculitis",8,35
2944,"sweet's syndrome, early",8,36
649,"sweet's syndrome, late",8,37
2506,"sweet's syndrome, subcutaneous",8,38
5997,"pustular vasculitis of the hands",8,39
2701,"bowel-associated dermatitis-arthritis syndrome",8,40
2128,"bowel-associated dermatitis-arthritis syndrome, vesicular",8,41
5981,"neutrophilic dermatosis in rheumatoid arthritis",8,42
5421,"neutrophilic dermatosis caused by klebsiella infection",8,43
1147,"lymphocytic vasculitis NOS; don't know cause",8,44
2352,"pruritic urticarial papules and plaques of pregnancy",8,45
5423,"erythema annulare centrifugum, deep",8,46
3191,"pityriasis lichenoides, more chronic than acute",8,48
1933,"pityriasis lichenoides chronica",8,49
5560,"purpura pigmentosa chronica",8,50
2819,"purpura pigmentosa chronica",8,51
5184,"lichen aureus",8,52
5559,"purpura pigmentosa chronica, iron stain",8,53
5495,"pernio",8,54
6566,"papular urticaria (bite rxn) with lymphocytic vasculitis",8,55
3183,"pyoderma gangrenosum before ulceration",8,56
1613,"pyoderma gangrenosum, ulcerated",8,57
5032,"spider bite",8,58
5930,"temporal arteritis, few giant cells",8,59
6044,"takayasu's arteritis",8,60
4441,"calciphylaxis",8,61
4177,"calciphylaxis",8,62
5406,"calciphylaxis with sub-Q calcification",8,63
1028,"urticarial vasculitis",8,"U"
5563,"lymphocytic vasculitis in bite reaction",8,"U"
1075,"atrophie blanche",8,"U"
2440,"pityriasis lichenoides et varioliformis acuta",8,"U"
3457,"erythema elevatum diutinum",8,"U"
5562,"lichen aureus",8,"U"
3370,"pernio",8,"U"
1745,"cryoglobulinemia, type 1 (pt with myeloma)",8,"U"
5795,"granuloma faciale",8,"U"
2361,"cutaneous extra-vascular necrotizing granuloma (Winkelmann granuloma) in pt. with Wegener's",8,"U"
6488,"cholesterol embolism",8,"U"
2619,"thrombophlebitis in behcet's syndrome",8,"U"
5564,"urticaria, neutrophilic",8,"U"
5852,"erythema annulare centrifugum, deep",8,"U"
3347,"pyoderma gangrenosum in pt with ulcerative colitis",8,"U"
5752,"pernio",8,"U"
6492,"sweet's syndrome",8,"U"
5789,"polyarteritis nodosa",8,"U"
2268,"polyarteritis nodosa",8,"U"
4395,"pigmented purpuric dermatosis",8,"U"
4601,"pigmented purpuric dermatosis",8,"U"
1091,"granuloma faciale",8,"U"
3638,"polyarteritis nodosa",8,"U"
2514,"lupus anticoagulant",8,"U"
4409,"pyoderma gangrenosum",8,"U"
4511,"sweet's syndrome, vesicular",8,"U"
1090,"sweet's syndrome",8,"U"
32,"leukocytoclastic vasculitis",8,"U"
4286,"leukocytoclastic vasculitis",8,"U"
3798,"erythema annulare centrifugum, deep",8,"U"
4051,"urticaria, neutrophilic",8,"U"
5653,"urticaria, neutrophilic",8,"U"
4687,"disseminated intravascular coagulation",8,"U"
3964,"cholesterol embolism",8,"U"
5781,"calciphylaxis",8,"U"
4320,"cutaneous extra-vascular necrotizing granuloma (Winkelmann granuloma), pt. with Wegener's",8,"U"
5930,"temporal arteritis",8,"E"
,,,
,"WEEDON 9:  EPIDERMAL MATURATION AND KERATINIZATION",,
"CP Number","Diagnosis","Chapter","No. in box"
4194,"ichthyosis vulgaris",9,1
4818,"x-linked ichthyosis",9,2
4009,"bullous congenital ichthyosiform erythroderma",9,3
4998,"verruca vulgaris",9,4
5079,"ichthyosis linearis circumflexa",9,5
2682,"erythrokeratodermia variabilis",9,6
1161,"harlequin ichthyosis",9,7
2394,"lamellar ichthyosis in sjogren-larsson syndrome",9,8
454,"porokeratosis of mibelli",9,10
5643,"porokeratosis; don't know type",9,11
4543,"isolated epidermolytic acanthoma",9,12
3017,"darier's disease",9,13
374,"grover's disease, resembling darier's disease",9,14
2492,"warty dyskeratoma",9,16
4294,"anal papilla with colloid keratosis",9,17
4614,"pagetoid dyskeratosis",9,18
2654,"pagetoid dyskeratosis, nipple",9,19
5366,"flegel's disease",9,20
2794,"acrokeratosis verruciformis",9,21
3288,"xeroderma pigmentosum",9,22
6162,"xeroderma pigmentosum, 6 year old, dysplasia in melanocytes",9,23
4328,"atypical fibroxanthoma in an 18 y/o with xeroderma pigmentosum",9,24
5021,"axillary granular parakeratosis",9,25
1024,"hailey-hailey disease",9,"U"
1536,"epidermolytic hyperkeratosis",9,"U"
1965,"porokeratosis, disseminated superficial actinic",9,"U"
2740,"flegel's disease",9,"U"
3208,"porokeratosis, disseminated superficial actinic",9,"U"
3542,"hailey-hailey disease",9,"U"
4447,"epidermolytic acanthoma",9,"U"
4877,"pagetoid dyskeratosis in an inguinal skin tag",9,"U"
5450,"axillary granular parakeratosis",9,"U"
5904,"punctate porokeratotic keratoderma",9,"U"
6238,"dowling-degos disease",9,"U"
6312,"axillary granular parakeratosis",9,"U"
1920,"acrokeratosis verruciformis",9,"E"
5649,"punctate porokeratotic keratoderma",9,"E"
5839,"acrokeratoelastoidosis",9,"E"
5945,"grover's disease, resembling pemphigus foliaceus",9,"E"
,,,
,"WEEDON 10:  PIGMENTARY DISORDERS",,
"CP Number","Diagnosis","Chapter","No. in box"
6164,"melasma",10,26
5264,"vitiligo in vogt-koyanagi-harada syndrome; H&E",10,27
5265,"vitiligo in vogt-koyanagi-harada syndrome; H&E and A103, normal skin as a control",10,28
5448,"giant melanosomes in benign lentigo NOS; pt did not have NF1.",10,29
4809,"becker's nevus with smooth muscle hamartoma",10,30
4555,"dowling-degos disease",10,31
1299,"incontinentia pigmenti, vesicular",10,32
3211,"incontinentia pigmenti, early verrucous lesion",10,33
,,,
,"WEEDON 11:  DISORDERS OF COLLAGEN",,
"CP Number","Diagnosis","Chapter","No. in box"
916,"morphea",11,1
976,"morphea, inflammatory, extending into subcutaneous septa",11,2
3911,"morphea; late lesion, little inflammation",11,3
1764,"morphea, deep;  extensive subcutaneous disease",11,4
2885,"eosinophilic fasciitis",11,5
4960,"graft-vs-host disease, sclerodermoid",11,6
4519,"sclerodermoid reaction to vitamin K injection",11,7
2451,"l-tryptophan-induced dermal sclerosis;  looks like eosinophilic fasciitis",11,8
5516,"nephrogenic systemic sclerosis",11,9
5645,"lichen sclerosis et atrophicus, lip of a 12 year old",11,10
496,"lichen sclerosis et atrophicus, hemorrhagic",11,11
498,"connective tissue nevus",11,12
"5449A","connective tissue nevus / shagreen patch, in a 5 year old with tuberous sclerosis; H&E",11,"13A"
"5449B","connective tissue nevus / shagreen patch, in a 5 year old with tuberous sclerosis; elastic",11,"13B"
6496,"white fibrous papulosis of the neck",11,14
1112,"striae distensae",11,15
3306,"keloid",11,16
5051,"nuchal fibroma",11,17
3204,"aplasia cutis congenita. Healed lesion with scarring and loss of adnexal structures",11,18
4755,"focal dermal hypoplasia (goltz' syndrome)",11,19
6493,"corticosteroid atrophy, severe",11,20
4664,"steroid atrophy and telangiectasia from long-term topical high-potency steroid",11,21
4823,"atrophy (including fat) from topical steroids",11,22
4774,"perforating disorder of renal failure",11,23
1316,"chondrodermatitis nodularis helicis",11,24
592,"chondrodermatitis nodularis helicis with benign epidermal proliferation",11,25
446,"chondrodermatitis nodularis helicis",11,"U"
977,"striae distensae",11,"U"
1291,"aplasia cutis congenita. Healed lesion with scarring and loss of adnexal structures",11,"U"
3090,"inflammatory morphea",11,"U"
4703,"lichen sclerosis et atrophicus, early, resembling lichen planus",11,"U"
"5657A","connective tissue nevus, H&E",11,"U"
"5657B","connective tissue nevus, elastic stain",11,"U"
5969,"nephrogenic fibrosing dermopathy",11,"U"
4953,"eosinophilic fasciitis",11,"E"
5468,"connective tissue nevus",11,"E"
5816,"nephrogenic systemic sclerosis",11,"E"
6729,"focal dermal hypoplasia (goltz' syndrome)",11,"E"
,,,
,"WEEDON 12:  DISORDERS OF ELASTIC TISSUE",,
"CP Number","Diagnosis","Chapter","No. in box"
"5438A","elastic tissue nevus in buschke-ollendorff syndrome;  H&E stain",12,26
"5438B","elastic tissue nevus in buschke-ollendorff syndrome;  elastic stain",12,26
"1117A","elastofibroma dorsi;  H&E stain",12,27
"1117B","elastofibroma dorsi; elastic stain",12,27
3756,"elastosis perforans serpiginosa",12,28
826,"pseudoxanthoma elasticum",12,29
3989,"pseudoxanthoma elasticum, perforating",12,30
1133,"solar elastosis resembling colloid milium",12,31
6331,"solar elastosis, nodular",12,32
5525,"erythema ab igne",21,33
"6300A","anetoderma;  H&E stain",12,34
"6300B","anetoderma;  elastic stain",12,34
6247,"mid-dermal elastolysis; elastic stain",12,35
"1518A","linear focal elastosis; H&E stain",12,"U"
"1518B","linear focal elastosis; elastic stain",12,"U"
2113,"elastosis perforans serpiginosa",12,"U"
2376,"pseudoxanthoma elasticum",12,"U"
4309,"pseudoxanthoma elasticum, perforating",12,"U"
"6166A","elastosis perforans serpiginosa; H&E stain",12,"U"
"6166B","elastosis perforans serpiginosa; elastic stain",12,"U"
"6432A","elastosis perforans serpiginosa; H&E stain",12,"E"
"6432B","elastosis perforans serpiginosa; elastic stain",12,"E"
,,,
,"WEEDON 13:  CUTANEOUS MUCINOSES",,
"CP Number","Diagnosis","Chapter","No. in box"
2149,"pre-tibial myxedema",13,1
"800B","pre-tibial myxedema, alcian blue",13,2
5580,"papular mucinosis",13,3
"22B","papular mucinosis, alcian blue",13,4
5500,"nephrogenic systemic sclerosis",13,5
4270,"lupus erythematosus, tumid",13,6
4941,"scleredema of buschke; early lesion with mucin",13,7
5092,"scleredema of buschke; later lesion, with little if any mucin",13,8
2483,"focal cutaneous mucinosis",13,9
818,"digital mucous cyst",13,10
3163,"mucous cyst of oral mucosa",13,11
3419,"follicular mucinosis, moderate inflammation",13,12
2255,"follicular mucinosis, not much inflammation",13,13
1394,"pre-tibial myxedema",13,"U"
2978,"papular mucinosis",13,"U"
3693,"follicular mucinosis",13,"U"
6107,"pre-tibial myxedema",13,"U"
6225,"follicular mucinosis",13,"U"
6250,"papular mucinosis",13,"U"
3898,"scleredema",13,"E"
4600,"papular mucinosis; IgG lambda, 62 year old",13,"E"
6068,"lupus erythematosus, tumid",13,"E"
6447,"pre-tibial myxedema, colloidal iron",13,"E"
6610,"focal cutaneous mucinosis",13,"E"
,,,
,"WEEDON 14:  CUTANEOUS DEPOSITS",,
"CP Number","Diagnosis","Chapter","No. in box"
1924,"steroid injection site",14,14
3896,"keloid with injected steroid",14,15
1761,"adult colloid milium",14,16
2752,"porphyria cutanea tarda",14,17
710,"amyloidosis, secondary, in a seborrheic keratosis",14,18
3066,"amyloidosis, macular / lichenoid",14,19
2650,"amyloidosis, subcutaneous, in a patient with rheumatoid arthritis",14,20
765,"amyloidosis, nodular",14,21
260,"pseudogout in cartilage and synovium",14,22
2568,"gout",14,23
4401,"dystrophic ossification in scar",14,24
1257,"osteoma cutis",14,25
640,"sub-epidermal calcified nodule",14,26
281,"calcium gluconate IV site with dermal calcification; in an adult, rather than a child",14,27
4868,"calciphylaxis",14,28
504,"calcinosis cutis NOS",14,29
4452,"ochronosis, exogenous",14,30
2108,"endogenous, in knee articular cartilage",14,31
399,"tattoo with lymphocytic infiltrate",14,32
4868,"tattoo with sarcoidal granulomatous reaction",14,33
4418,"tattoo with sarcoidal granulomatous reaction in patient with sarcoidosis",14,34
815,"reaction to monsel's solution, relatively early",14,35
831,"reaction to monsel's solution, late",14,36
5644,"reaction to monsel's solution, iron stain",14,37
1900,"foreign body reaction to mercury; injury with broken thermometer",14,38
1931,"amalgam tattoo",14,39
5107,"minocycline pigmentation; lots of pigment",14,40
"5417A","minocycline pigmentation; H&E stain",14,"41A"
"5417 B","minocycline pigmentation; iron stain",14,"41B"
